Post Date,Brand Name,Brand Handle,Industry,Campaign Type,Campaign Message,OOH Formats,Location,Caption Summary,Brand Confidence,Industry Confidence
2024-10-17,Kerastase,@kerastase_official,Beauty & Personal Care,product_launch,Launching the new Elixir Ultime “The Shine of An Icon” on Dubai’s D/OOH.,DOOH,"Dubai, UAE","@sydney_sweeney Dazzles on Dubai's D/OOH for @kerastase_official's campaign promoting the new Elixir Ultime ""The Shine of An Icon""

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦",HIGH,HIGH
2024-10-14,Virgin Mobile UAE,@virginmobileuae,Telecommunications,brand_awareness,Promoting a simple and flexible mobile plan across major Dubai OOH locations.,billboard,"Dubai, UAE","@virginmobileuae climbs on Dubai's major #OOH with a massive campaign promoting its simple and flexible mobile plan.

Read the full article on our website 🌍

#InsiteOOH
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2024-10-16,Tissot,,Retail,partnership,Tissot serves as the NBA official timekeeper while promoting its new smartwatch collection.,DOOH,"Dubai, UAE","Tissot climbs on Dubai's D/OOH being the official timekeeper for the NBA with their new smartwatch collection

Read the full article 👇 
https://insiteooh.com/article/10683-rivoli-group-launches-dooh-t",MEDIUM,MEDIUM
2024-10-15,Al Ansari Exchange,@alansariexchange,Banking & Finance,promotional_sale,"Contest offering a dream home and a Jetour T2, promoted via D/OOH.",DOOH,"Dubai, UAE","@alansariexchange latest D/OOH made winning a dream home and a Jetour T2 look easy!

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned
#ThinkDOOH",HIGH,HIGH
2024-10-23,Mitsubishi,@mitsubishi.uae,Automotive,product_launch,Promote the new Mitsubishi Eclipse Cross compact SUV emphasizing design and trailblazing technology.,billboard,"Dubai, UAE","@alhabtoormotors  has successfully reinforced its position as @mitsubishi.uae' exclusive distributor, unveiling a new campaign presenting Eclipse Cross, a compact SUV offering unique trailblazing tech",HIGH,HIGH
2024-10-09,Chery,@chery.uae,Automotive,promotional_sale,Highlight an unmissable offer combination for Chery vehicles.,billboard,"Dubai, UAE","@aw_rostamani's #OOH campaign for @chery.uae offers an unmissable offer combination!

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2024-10-11,Pan Home,@panhomeuae,Retail,brand_awareness,Showcase Pan Home’s decor and comfort solutions with a minimalist design focus.,billboard,"Dubai, UAE","@panhomeuae  as a reliable destination released a campaign focusing on decor and comfort solutions, reflecting the minimalist design fit for the time.

Read the full article on our website 🌍 

#Insite",HIGH,HIGH
2024-10-14,GITEX Global,@gitex_global,Technology,event_promotion,Promote GITEX Global’s worldwide presence and its role as a leading tech exhibition.,billboard,"Dubai, UAE","From Singapore and Nigeria to Berlin and Morocco, @gitex_global is dominating the global stage.

Read the full article 👇
https://lnkd.in/dm8i5SNy

#InsiteOOH
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2024-10-11,Huawei,@huaweiarabia,Technology,product_launch,"Introduce the Huawei Watch GT 5 Pro smartwatch, highlighting its advanced technology and modern design.",billboard,"Dubai, UAE","The campaign highlights the @huaweiarabia Watch GT 5 Pro, a smartwatch that balances advanced technology with modern design.

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Sta",HIGH,HIGH
2024-10-11,Majid Developments,@majiddevelopments,Real Estate,product_launch,Launch of the new residential development “Mayfair Gardens” in Dubai.,billboard,"Dubai, UAE","@majiddevelopments launches a new eye-catching outdoor advertising campaign for their latest residential development in Dubai: ""Mayfair Gardens."" 

Read the full article on our website 🌍 

#InsiteOOH ",HIGH,HIGH
2024-10-28,Givenchy,@givenchy,Beauty & Personal Care,product_launch,Promote Givenchy’s L'Interdit Absolu Intense fragrance featuring brand ambassador Rooney Mara on digital OOH.,DOOH,"Dubai, UAE","L'Interdit Absolu Intense by @givenchy is now on Dubai's D/OOH featuring brand ambassador Rooney Mara! 

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned
#ThinkDOOH",HIGH,HIGH
2024-10-10,Mak Developer,@makdeveloper,Real Estate,product_launch,"Introduce the l'sola Bella project, Mak Developer’s first OOH campaign highlighting a new real‑estate offering.",billboard,"Dubai, UAE","@makdeveloper bursts into the real estate limelight of Dubai as an emerging visionary and very loudly at that, with its maiden #OOH campaign showcasing l'sola Bella project in Dubai.

Read the full ar",HIGH,HIGH
2024-10-10,Lenovo,@lenovo_me,Technology,product_launch,"Launch of the new ThinkPad X1 with Intel vPro, Core Ultra and AI capabilities, showcased on digital OOH in Dubai.",DOOH,"Dubai, UAE","@lenovo_me launches the all-new ThinkPad X1 with Intel vPro and Intel Core Ultra for business use with AI technology on Dubai's D/OOH

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OO",HIGH,HIGH
2024-10-15,Sharaf DG,@sharafdguae_official,Retail,brand_awareness,Demonstrate Sharaf DG’s ability to target audiences effectively through a well‑executed billboard campaign.,billboard,"Dubai, UAE","The #billboard is a clear example of @sharafdguae_official’s ability to cater to the needs of their target audience.

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2024-10-08,Omega,@omega,Retail,brand_awareness,Omega watch launch featuring celebrity ambassadors Liushishi and Kai Agerber.,DOOH,"Dubai, UAE","@liushishi_official & @kaiagerber as the #Constellation stars for @omega watch latest D/OOH campaign in Dubai.

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned
#Think",HIGH,HIGH
2024-10-08,AACS Hospital,@aacshospital,Healthcare,brand_awareness,Highlighting AACS as one of the largest assemblies of plastic surgeons.,billboard,"Dubai, UAE","@aacshospital, (AACS)  In its debut in the Out-of-home spaces, delivers a straightforward message about the hospital's significant role, and prominently texts “one of the largest assembly of plastic s",HIGH,HIGH
2024-10-02,Prinxtire,@prinxtire,Automotive,product_launch,Introducing XNEX and XLAB silent EV technology.,billboard,UAE,"@prinxtire, the leading name within automotive technology unleashes an exciting new outdoor advertising campaign across the United Arab Emirates proudly featuring cutting-edge products: XNEX and XLAB ",HIGH,HIGH
2024-10-08,Azizi Group,@azizigroup,Real Estate,brand_awareness,Showcasing the Azizi Group logo on a waterfront‑themed billboard.,billboard,"Dubai, UAE","The #billboard prominently features the @azizigroup logo, a clean and modern design that instantly recognizes the brand. The backdrop showcases a serene waterfront scene, complete with elegant buildin",HIGH,HIGH
2024-10-10,Mitsubishi UAE,@mitsubishi.uae,Automotive,promotional_sale,Financing offer starting at AED 25 per day with up to six‑month payment delay.,billboard,"Dubai, UAE","@mitsubishi.uae 's #OOH ad highlights the well-known automotive brand's financing offer starting from AED 25 per day, with an enticing payment delay of up to six months, giving them financial flexibil",HIGH,HIGH
2024-10-07,Danube Properties,@danubeproperties,Real Estate,product_launch,Launch of the new project “BAYZ 102” across Dubai and Sharjah using multi‑format OOH.,"DOOH, unipole, hoarding, digital_screen, wall_wrapping, lamppost","Dubai, UAE","@danubeproperties makes its debut on UAE’s #DOOH medium launching a new project “BAYZ 102.” The campaign is widely distributed across Dubai and Sharjah utilizing unipoles, hoardings, digital screens, ",HIGH,HIGH
2024-10-07,Gitex Global,@gitex_global,Technology,event_promotion,Promoting the startup hub “Expand North Star” ahead of the Gitex event.,billboard,UAE,"@gitex_global spanning decades of technology interface, hung out an #OOH campaign announcing the startup's hub ""Expand North Star”, the campaign is creating excitement for audiences ahead of the event",HIGH,HIGH
2024-10-03,VGV UAE,@vgvuae,Automotive,brand_awareness,"Showcasing a rugged, stylish SUV that balances luxury and affordability.",billboard,"Dubai, UAE",@vgvuae's out-of-home advertisement has caught the attention of passersby on the #billboards showcasing a a rugged stylish SUV that suits work and leisure and offers the perfect balance of luxury and ,HIGH,HIGH
2024-10-07,e& UAE,@eanduae,Telecommunications,promotional_sale,Promoting offers on Samsung smartphones and Samsung Electronics Care + Service.,billboard,UAE,"@eanduae and spikes Dubai's #DOOH scene promoting offers on Samsung smartphones and their Samsung Electronics Care + Service

Read the full article on our website 🌍",HIGH,HIGH
2024-10-07,Maestro Pizza,@maestropizzaksa,Food & Beverage,interactive_brand_awareness,Interactive OOH campaign promoting Maestro Pizza across Dubai.,interactive_billboard,"Dubai, UAE","A favored pizza chain, @maestropizzaksa has promoted a new interactive #OOH advertising campaign displayed over Dubai's locale.

Read the full article on our website 🌍 

#InsiteOOH
#Emirates_OOH 
#Sta",HIGH,HIGH
2024-09-30,Nakheel Developments,@nakheeldevelopments,Real Estate,product_launch,Promoting the luxurious COMO Residences via DOOH in Dubai,DOOH,"Dubai, UAE","@nakheeldevelopments’s luxurious COMO Residences on #DOOH in Dubai

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned
#ThinkDOOH",HIGH,HIGH
2024-10-02,Sharjah Coop,@shjcoop,Retail,promotional_sale,"""Shop Online & Win"" campaign to boost online shopping and reward participants",OOH,"Dubai, UAE","@shjcoop Society has rolled out an enticing #OOH new campaign for its customers to boost online shopping engagement while offering generous rewards to participants, the campaign is titled ""Shop Online",HIGH,HIGH
2024-09-30,Ram Trucks Middle East,@ramtrucksmiddleeast,Automotive,product_launch,"Introducing mid‑weight pickups and heavy‑duty trucks, focusing on the RAM 1500 line‑up",DOOH,"Dubai, UAE","@ramtrucksmiddleeast has lately visited  Dubai’s out -of -Home Medium for the first time introducing its mid-weight pickups and heavy-duty trucks, focusing on the RAM 1500 line-up which takes on the c",HIGH,HIGH
2024-10-01,Apple,,Technology,product_launch,Introducing the iPhone 16 Pro via a new OOH campaign,OOH,"Dubai, UAE","""Introducing iPhone 16 Pro"" a new #OOH campaign on Dubai's OOH platform 

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned",MEDIUM,HIGH
2024-10-09,Etisalat,,Telecommunications,partnership,Etisalat launches a DOOH campaign promoting the iPhone 16 Pro,OOH,"Dubai, UAE","Etisalat and launches Pro #OOH campaign for iPhone 16 Pro

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned
#ThinkDOOH""",HIGH,HIGH
2024-10-01,Yalla TV,@yallatv_,Entertainment & Media,brand_awareness,Promoting Yalla TV on Dubai screens with a black‑background ad encouraging viewers to follow the channel,DOOH,"Dubai, UAE","@yallatv_ campaign emerged  on Dubai's screens, over an opulent black background, positioned on major roads, inviting passersby to watch the channel which gives unlimited access to thousands of premiu",HIGH,HIGH
2024-09-30,SHK Sultan Award,@shksultanaward,Government & Public Sector,event_promotion,Billboard campaign encouraging youth to participate in the SHK Sultan Award,billboard,UAE,"The prestigious @shksultanaward is paraded on UAE’s #billboards encouraging the youth to find their passion and win.

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned",MEDIUM,MEDIUM
2024-09-27,Emirates,@emirates,Hospitality & Tourism,destination_promotion,DOOH campaign inviting people to fly to Madagascar,DOOH,"Dubai, UAE","@emirates Airlines launches a new #DOOH campaign in Dubai inviting people to fly to Madagascar 

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned
#ThinkDOOH",HIGH,HIGH
2024-10-01,Nissan Middle East,@nissanmiddleeast,Automotive,brand_awareness,OOH campaign launched by @aw_rostamani on behalf of Nissan Middle East,OOH,"Dubai, UAE","@aw_rostamani launches an #OOH campaign for @nissanmiddleeast in the UAE

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2024-09-27,Emirates Islamic Bank,@emiratesislamic,Banking & Finance,product_launch,Promoting the Kunooz Savings Account with a campaign to grow savings and win prizes,OOH,"Dubai, UAE","@emiratesislamic Bank are taking things up a notch by empowering customers to grow their savings while offering them exciting chances to win big with the Kunooz Savings Account.

Read the full article",HIGH,HIGH
2024-10-14,Global Village UAE,@globalvillageuae,Hospitality & Tourism,seasonal,Promote Season 29 of Global Village,billboard,"Dubai, UAE","@globalvillageuae , Dubai has once again captivated the public’s attention with its latest #OOH campaign, promoting Season 29, which will run from 16 October 2024 to 11 May 2025.

Read the full articl",HIGH,HIGH
2024-10-02,Liv Bank,@livbank,Banking & Finance,product_launch,Teach children (8‑18) about money via the Liv Lite app,DOOH,"Dubai, UAE","@livbank aims to teach children from 8-18 years old about money on Dubai’s D/OOH with their Liv Lite app

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned
#ThinkDOOH",MEDIUM,HIGH
2024-10-03,RTA Dubai,@rta_dubai,Government & Public Sector,event_promotion,Celebrate 15 years of the Dubai Metro,DOOH,"Dubai, UAE","@rta_dubai Metro's 15 years anniversary on Dubai's D/OOH platform 

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned
#ThinkDOOH",HIGH,HIGH
2024-11-22,Standard Chartered UAE,@stanchartuae,Banking & Finance,brand_awareness,Limitless potential and rising finances,billboard,"Dubai, UAE","Against the backdrop of the sea and an eagle soaring high, the imagery speaks to limitless potential and rising in finances.

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Sta",HIGH,HIGH
2024-11-01,Dubai Calendar,@dubai_calendar,Entertainment & Media,event_promotion,Celebrate togetherness during the Festival of Lights,DOOH,"Dubai, UAE","""Festival of Lights screen gives a platform to celebrate togetherness in a captivating ambiance, featuring a series of fireworks displays, reflecting the festival vibes with the cheerful message “Cele",HIGH,HIGH
2024-09-30,du,@du,Telecommunications,promotional_sale,iPhone 16 Pro at AED 180 / month with unlimited national data,billboard,UAE,"""Genius All Around"" with @du promoting iPhone 16 Pro starting at AED 180/month and unlimited national data 

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned
#ThinkDOO",HIGH,HIGH
2024-09-25,Jeep Middle East,@jeepmiddleeast,Automotive,product_launch,Promote the new silver Grand Cherokee SUV,billboard,"Dubai, UAE","The hoarding prominently features sleek visuals of the latest model of the iconic luxury SUV, the Grand Cherokee in a gleaming silver color that exudes adventure symbolizing the strength, style, and o",HIGH,HIGH
2024-09-24,Carrefour UAE,@carrefouruae,Retail,brand_awareness,High‑impact visual OOH campaign for Carrefour,billboard,"Dubai, UAE","@carrefouruae's #OOH campaign makes an impact with its vivid presentation, and loud visual appeal effective with the large billboard, bold text, and lively palettes that attract the attention of passe",HIGH,HIGH
